,mainGrid,otherGrids,hourOfDay
3750,120.4,108.0,6
3751,155.4,146.0,7
3752,202.3,188.0,8
3753,222.3,211.0,9
3754,222.3,213.0,10
3755,220.3,211.0,11
3756,216.3,206.0,12
3757,202.1,189.0,13
3758,204.1,189.0,14
3759,201.1,191.0,15
3760,207.1,199.0,16
3761,200.3,183.0,17
3762,190.3,174.0,18
3763,185.3,172.0,19
3764,176.3,161.0,20
3765,178.3,163.0,21
3766,187.3,178.0,22
3767,181.5,173.0,23
3768,159.9,148.0,0
3769,142.3,131.0,1
3770,129.3,121.0,2
3771,125.3,116.0,3
3772,123.3,114.0,4
3773,126.4,118.0,5
3774,120.3,111.0,6
3775,160.3,147.0,7
3776,200.3,192.0,8
3777,227.3,210.0,9
3778,229.3,212.0,10
3779,226.1,211.0,11
3780,212.9,205.0,12
3781,205.3,191.0,13
3782,207.3,193.0,14
3783,213.3,200.0,15
3784,209.4,194.0,16
3785,203.4,186.0,17
3786,198.4,178.0,18
3787,185.4,167.0,19
3788,176.4,162.0,20
3789,182.4,163.0,21
3790,187.4,173.0,22
3791,183.4,172.0,23
3792,164.4,155.0,0
3793,146.4,138.0,1
3794,129.4,119.0,2
3795,128.5,115.0,3
3796,131.6,119.0,4
3797,125.6,113.0,5
3798,122.5,111.0,6
3799,162.5,148.0,7
3800,213.5,192.0,8
3801,233.5,214.0,9
3802,235.3,220.0,10
3803,229.5,214.0,11
3804,224.5,212.0,12
3805,209.5,194.0,13
3806,206.5,190.0,14
3807,211.3,197.0,15
3808,210.9,197.0,16
3809,206.9,190.0,17
3810,201.2,185.0,18
3811,204.5,184.0,19
3812,204.5,184.0,20
3813,206.5,189.0,21
3814,187.5,179.0,22
3815,186.5,169.0,23
3816,161.5,155.0,0
3817,160.6,129.0,1
3818,135.6,125.0,2
3819,127.6,117.0,3
3820,132.6,121.0,4
3821,125.6,115.0,5
3822,121.6,110.0,6
3823,156.6,142.0,7
3824,200.7,182.0,8
3825,223.7,212.0,9
3826,223.7,213.0,10
3827,223.7,213.0,11
3828,215.7,200.0,12
3829,206.7,195.0,13
3830,209.7,199.0,14
3831,209.7,196.0,15
3832,215.7,201.0,16
3833,208.7,192.0,17
3834,191.7,181.0,18
3835,192.7,173.0,19
3836,188.7,168.0,20
3837,200.7,182.0,21
3838,192.7,170.0,22
3839,177.6,168.0,23
3840,159.6,153.0,0
3841,145.3,134.0,1
3842,134.7,122.0,2
3843,130.8,120.0,3
3844,125.9,117.0,4
3845,123.9,111.0,5
3846,112.9,108.0,6
3847,136.9,124.0,7
3848,158.9,154.0,8
3849,181.9,174.0,9
3850,186.9,176.0,10
3851,180.9,177.0,11
3852,179.9,168.0,12
3853,163.9,151.0,13
3854,156.9,147.0,14
3855,154.7,142.0,15
3856,155.7,140.0,16
3857,152.9,138.0,17
3858,152.9,142.0,18
3859,159.9,147.0,19
3860,168.9,155.0,20
3861,174.9,158.0,21
3862,172.9,162.0,22
3863,149.9,145.0,23
3864,143.8,133.0,0
3865,130.6,120.0,1
3866,118.6,110.0,2
3867,114.6,107.0,3
3868,112.5,104.0,4
3869,114.5,102.0,5
3870,101.5,90.0,6
3871,103.5,88.0,7
3872,115.7,106.0,8
3873,128.7,120.0,9
3874,138.9,130.0,10
3875,146.7,134.0,11
3876,144.7,133.0,12
3877,135.7,125.0,13
3878,126.7,117.0,14
3879,124.7,116.0,15
3880,125.7,117.0,16
3881,133.7,117.0,17
3882,128.7,117.0,18
3883,133.7,124.0,19
3884,139.3,130.0,20
3885,154.3,132.0,21
3886,164.7,155.0,22
3887,157.7,150.0,23
3888,138.7,131.0,0
3889,124.7,116.0,1
3890,117.6,111.0,2
3891,111.6,105.0,3
3892,109.6,104.0,4
3893,113.6,105.0,5
3894,114.6,103.0,6
3895,151.1,132.0,7
3896,192.2,182.0,8
3897,221.2,206.0,9
3898,223.8,208.0,10
3899,225.8,211.0,11
3900,214.8,202.0,12
3901,201.2,184.0,13
3902,201.2,186.0,14
3903,205.2,193.0,15
3904,211.1,196.0,16
3905,199.1,183.0,17
3906,194.1,178.0,18
3907,187.1,168.0,19
3908,179.1,162.0,20
3909,182.2,166.0,21
3910,180.2,171.0,22
3911,172.2,162.0,23
3912,154.2,138.0,0
3913,133.2,124.0,1
3914,128.2,116.0,2
3915,120.2,111.0,3
3916,121.2,109.0,4
3917,126.2,116.0,5
3918,116.0,105.0,6
3919,160.0,151.0,7
3920,196.0,183.0,8
3921,223.0,211.0,9
3922,230.0,216.0,10
3923,228.0,216.0,11
3924,218.0,203.0,12
3925,201.0,187.0,13
3926,206.0,185.0,14
3927,208.0,191.0,15
3928,208.0,194.0,16
3929,199.0,185.0,17
3930,196.0,181.0,18
3931,193.0,179.0,19
3932,181.0,166.0,20
3933,180.0,165.0,21
3934,183.0,175.0,22
3935,184.0,172.0,23
3936,158.0,151.0,0
3937,142.0,128.0,1
3938,123.0,120.0,2
3939,120.0,112.0,3
3940,129.0,114.0,4
3941,125.0,115.0,5
3942,119.8,111.0,6
3943,155.8,136.0,7
3944,197.8,187.0,8
3945,225.8,210.0,9
3946,221.8,211.0,10
3947,218.3,208.0,11
3948,210.8,199.0,12
3949,196.8,185.0,13
3950,207.8,190.0,14
3951,207.8,194.0,15
3952,207.8,197.0,16
3953,198.8,185.0,17
3954,190.8,172.0,18
3955,186.8,164.0,19
3956,179.8,160.0,20
3957,180.8,164.0,21
3958,192.8,179.0,22
3959,177.8,160.0,23
3960,161.8,149.0,0
3961,144.8,132.0,1
3962,128.8,116.0,2
3963,123.8,111.0,3
3964,124.8,110.0,4
3965,123.8,111.0,5
3966,124.8,113.0,6
3967,157.8,144.0,7
3968,200.8,184.0,8
3969,227.8,214.0,9
3970,232.9,222.0,10
3971,232.9,223.0,11
3972,221.9,214.0,12
3973,208.9,196.0,13
3974,209.9,201.0,14
3975,203.9,196.0,15
3976,204.9,193.0,16
3977,197.9,184.0,17
3978,195.9,181.0,18
3979,181.9,169.0,19
3980,174.9,162.0,20
3981,174.9,157.0,21
3982,183.9,170.0,22
3983,174.9,162.0,23
3984,159.8,152.0,0
3985,141.8,128.0,1
3986,135.8,117.0,2
3987,144.8,121.0,3
3988,128.8,119.0,4
3989,128.8,120.0,5
3990,114.7,108.0,6
3991,158.5,169.0,7
3992,195.5,191.0,8
3993,222.5,211.0,9
3994,223.5,215.0,10
3995,220.4,211.0,11
3996,214.5,200.0,12
3997,198.5,185.0,13
3998,199.6,193.0,14
3999,205.6,195.0,15
4000,200.6,198.0,16
4001,192.6,180.0,17
4002,192.6,175.0,18
4003,186.6,171.0,19
4004,173.6,159.0,20
4005,168.6,153.0,21
4006,177.6,168.0,22
4007,171.8,163.0,23
4008,155.8,155.0,0
4009,146.3,134.0,1
4010,126.3,130.0,2
4011,121.3,111.0,3
4012,128.3,116.0,4
4013,132.3,122.0,5
4014,111.3,100.0,6
4015,127.3,117.0,7
4016,151.8,143.0,8
4017,175.8,167.0,9
4018,182.8,170.0,10
4019,182.8,172.0,11
4020,169.8,160.0,12
4021,157.8,148.0,13
4022,153.8,143.0,14
4023,148.7,139.0,15
4024,145.7,137.0,16
4025,141.7,133.0,17
4026,142.7,134.0,18
4027,145.7,136.0,19
4028,142.7,134.0,20
4029,143.9,134.0,21
4030,161.8,151.0,22
4031,100.9,141.0,23
4032,139.9,130.0,0
4033,131.0,119.0,1
4034,120.0,107.0,2
4035,114.0,103.0,3
4036,110.0,101.0,4
4037,111.0,100.0,5
4038,96.5,86.0,6
4039,97.5,89.0,7
4040,109.5,99.0,8
4041,127.0,119.0,9
4042,139.0,128.0,10
4043,137.0,129.0,11
4044,139.0,129.0,12
4045,128.0,119.0,13
4046,123.0,110.0,14
4047,120.0,111.0,15
4048,116.2,107.0,16
4049,116.2,105.0,17
4050,121.2,105.0,18
4051,119.9,111.0,19
4052,125.9,114.0,20
4053,133.4,129.0,21
4054,161.4,149.0,22
4055,156.4,149.0,23
4056,140.4,132.0,0
4057,128.4,122.0,1
4058,122.4,114.0,2
4059,119.4,109.0,3
4060,119.4,107.0,4
4061,124.4,115.0,5
4062,113.0,105.0,6
4063,145.5,131.0,7
4064,191.0,181.0,8
4065,215.0,206.0,9
4066,218.0,209.0,10
4067,215.7,204.0,11
4068,213.4,197.0,12
4069,200.4,189.0,13
4070,210.7,194.0,14
4071,208.7,195.0,15
4072,211.9,199.0,16
4073,199.9,189.0,17
4074,190.4,170.0,18
4075,188.6,173.0,19
4076,175.6,164.0,20
4077,176.6,163.0,21
4078,181.6,176.0,22
4079,172.6,166.0,23
4080,158.6,151.0,0
4081,138.6,142.0,1
4082,138.6,130.0,2
4083,134.6,127.0,3
4084,126.6,120.0,4
4085,128.6,121.0,5
4086,122.6,112.0,6
4087,152.6,139.0,7
4088,197.4,185.0,8
4089,225.4,211.0,9
4090,235.4,216.0,10
4091,233.4,216.0,11
4092,224.4,206.0,12
4093,212.4,196.0,13
4094,211.9,198.0,14
4095,221.7,204.0,15
4096,222.7,209.0,16
4097,212.7,197.0,17
4098,205.9,187.0,18
4099,192.9,178.0,19
4100,186.9,166.0,20
4101,183.9,166.0,21
4102,189.9,179.0,22
4103,198.9,173.0,23
4104,171.9,157.0,0
4105,146.9,137.0,1
4106,140.9,125.0,2
4107,131.9,120.0,3
4108,134.9,120.0,4
4109,129.7,119.0,5
4110,129.9,118.0,6
4111,161.4,149.0,7
4112,206.9,190.0,8
4113,235.9,225.0,9
4114,238.9,224.0,10
4115,236.9,224.0,11
4116,230.9,216.0,12
4117,221.9,207.0,13
4118,220.9,205.0,14
4119,222.9,207.0,15
4120,223.9,212.0,16
4121,219.4,206.0,17
4122,210.9,192.0,18
4123,205.9,185.0,19
4124,194.9,177.0,20
4125,175.9,159.0,21
4126,185.9,171.0,22
4127,183.9,167.0,23
4128,168.9,150.0,0
4129,147.8,138.0,1
4130,137.8,125.0,2
4131,133.8,124.0,3
4132,134.8,122.0,4
4133,131.8,121.0,5
4134,124.8,115.0,6
4135,162.3,150.0,7
4136,200.8,199.0,8
4137,226.8,223.0,9
4138,232.8,221.0,10
4139,232.6,222.0,11
4140,228.6,210.0,12
4141,207.6,202.0,13
4142,218.6,203.0,14
4143,219.6,211.0,15
4144,220.6,205.0,16
4145,215.6,197.0,17
4146,206.6,190.0,18
4147,193.6,180.0,19
4148,187.6,174.0,20
4149,179.6,165.0,21
4150,188.6,180.0,22
4151,189.6,182.0,23
4152,165.9,153.0,0
4153,146.7,134.0,1
4154,133.7,121.0,2
4155,129.4,118.0,3
4156,126.7,115.0,4
4157,131.7,119.0,5
4158,127.5,114.0,6
4159,163.7,143.0,7
4160,201.7,186.0,8
4161,228.3,215.0,9
4162,237.3,219.0,10
4163,240.3,229.0,11
4164,239.3,223.0,12
4165,213.3,198.0,13
4166,215.2,197.0,14
4167,216.0,202.0,15
4168,217.0,192.0,16
4169,203.2,190.0,17
4170,196.2,175.0,18
4171,190.2,174.0,19
4172,180.2,155.0,20
4173,168.0,154.0,21
4174,182.0,168.0,22
4175,171.0,158.0,23
4176,150.8,142.0,0
4177,142.9,133.0,1
4178,124.7,109.0,2
4179,124.7,109.0,3
4180,121.5,104.0,4
4181,116.5,106.0,5
4182,104.5,96.0,6
4183,116.5,106.0,7
4184,144.1,130.0,8
4185,155.1,145.0,9
4186,161.1,150.0,10
4187,158.9,146.0,11
4188,165.9,146.0,12
4189,150.4,136.0,13
4190,140.9,126.0,14
4191,136.9,124.0,15
4192,136.9,124.0,16
4193,132.9,119.0,17
4194,129.9,120.0,18
4195,131.9,120.0,19
4196,135.9,121.0,20
4197,139.9,123.0,21
4198,151.9,140.0,22
4199,147.9,133.0,23
4200,136.2,125.0,0
4201,127.2,116.0,1
4202,120.7,108.0,2
4203,113.2,101.0,3
4204,112.7,100.0,4
4205,110.2,99.0,5
4206,92.2,81.0,6
4207,95.2,83.0,7
4208,109.2,97.0,8
4209,121.2,109.0,9
4210,127.2,117.0,10
4211,133.2,121.0,11
4212,129.2,114.0,12
4213,121.7,107.0,13
4214,112.7,100.0,14
4215,111.2,98.0,15
4216,114.2,98.0,16
4217,108.2,96.0,17
4218,114.1,102.0,18
4219,119.1,103.0,19
4220,122.1,112.0,20
4221,130.1,117.0,21
4222,156.1,145.0,22
4223,157.1,144.0,23
4224,143.2,130.0,0
4225,125.2,110.0,1
4226,110.2,103.0,2
4227,112.2,100.0,3
4228,114.2,100.0,4
4229,118.2,105.0,5
4230,125.2,101.0,6
4231,155.2,132.0,7
4232,189.2,174.0,8
4233,217.2,203.0,9
4234,219.2,207.0,10
4235,221.2,208.0,11
4236,216.2,202.0,12
4237,205.2,190.0,13
4238,210.2,196.0,14
4239,211.6,201.0,15
4240,214.6,203.0,16
4241,203.4,192.0,17
4242,188.4,178.0,18
4243,186.5,171.0,19
4244,178.5,159.0,20
4245,177.5,160.0,21
4246,187.5,182.0,22
4247,182.5,173.0,23
4248,166.6,155.0,0
4249,150.6,148.0,1
4250,134.6,122.0,2
4251,130.6,123.0,3
4252,130.6,122.0,4
4253,129.5,122.0,5
4254,127.5,114.0,6
4255,156.5,149.0,7
4256,199.5,195.0,8
4257,234.5,217.0,9
4258,232.8,217.0,10
4259,232.8,222.0,11
4260,224.7,212.0,12
4261,212.6,199.0,13
4262,212.9,201.0,14
4263,222.9,207.0,15
4264,220.9,207.0,16
4265,219.9,200.0,17
4266,205.7,189.0,18
4267,188.6,182.0,19
4268,185.7,174.0,20
4269,188.7,169.0,21
4270,191.8,176.0,22
4271,180.8,173.0,23
4272,167.8,156.0,0
4273,144.6,138.0,1
4274,137.6,130.0,2
4275,142.6,129.0,3
4276,132.6,123.0,4
4277,128.6,121.0,5
4278,124.6,116.0,6
4279,157.6,143.0,7
4280,203.6,192.0,8
4281,235.9,211.0,9
4282,230.6,217.0,10
4283,233.6,221.0,11
4284,210.6,208.0,12
4285,208.6,196.0,13
4286,215.6,194.0,14
4287,217.6,204.0,15
4288,216.6,203.0,16
4289,208.6,201.0,17
4290,202.8,188.0,18
4291,189.7,175.0,19
4292,180.5,163.0,20
4293,180.5,165.0,21
4294,199.5,178.0,22
4295,182.6,171.0,23
4296,170.6,157.0,0
4297,149.6,135.0,1
4298,136.6,123.0,2
4299,128.6,114.0,3
4300,130.6,116.0,4
4301,132.6,117.0,5
4302,125.8,113.0,6
4303,166.8,145.0,7
4304,200.6,188.0,8
4305,232.7,223.0,9
4306,235.6,225.0,10
4307,233.5,221.0,11
4308,230.5,214.0,12
4309,217.5,205.0,13
4310,218.5,206.0,14
4311,222.5,212.0,15
4312,225.5,216.0,16
4313,216.5,206.0,17
4314,207.5,190.0,18
4315,195.5,181.0,19
4316,182.0,165.0,20
4317,178.7,167.0,21
4318,185.8,179.0,22
4319,182.8,168.0,23
4320,159.0,147.0,0
4321,146.8,135.0,1
4322,145.9,134.0,2
4323,137.8,123.0,3
4324,129.9,116.0,4
4325,131.7,118.0,5
4326,129.7,118.0,6
4327,155.7,138.0,7
4328,215.7,202.0,8
4329,228.7,218.0,9
4330,237.7,222.0,10
4331,234.9,225.0,11
4332,238.9,224.0,12
4333,217.2,202.0,13
4334,217.2,204.0,14
4335,221.9,212.0,15
4336,222.9,211.0,16
4337,210.9,199.0,17
4338,183.8,193.0,18
4339,197.8,183.0,19
4340,185.5,170.0,20
4341,175.5,165.0,21
4342,181.5,173.0,22
4343,179.6,167.0,23
4344,150.6,151.0,0
4345,147.3,141.0,1
4346,136.3,130.0,2
4347,133.3,122.0,3
4348,132.3,122.0,4
4349,132.3,125.0,5
4350,120.3,112.0,6
4351,134.3,122.0,7
4352,168.3,153.0,8
4353,191.8,183.0,9
4354,194.8,184.0,10
4355,191.1,174.0,11
4356,177.5,165.0,12
4357,171.5,161.0,13
4358,157.5,144.0,14
4359,159.4,145.0,15
4360,159.4,144.0,16
4361,162.4,145.0,17
4362,158.4,141.0,18
4363,168.4,143.0,19
4364,163.4,130.0,20
4365,139.4,131.0,21
4366,166.4,150.0,22
4367,156.1,145.0,23
4368,145.4,134.0,0
4369,136.7,121.0,1
4370,125.7,116.0,2
4371,121.7,111.0,3
4372,119.7,108.0,4
4373,121.7,108.0,5
4374,104.6,96.0,6
4375,106.6,91.0,7
4376,115.4,101.0,8
4377,129.4,114.0,9
4378,142.4,127.0,10
4379,142.4,125.0,11
4380,140.4,124.0,12
4381,134.4,120.0,13
4382,129.4,116.0,14
4383,128.4,112.0,15
4384,125.4,111.0,16
4385,127.4,110.0,17
4386,128.8,114.0,18
4387,136.8,119.0,19
4388,138.8,124.0,20
4389,139.8,126.0,21
4390,163.0,150.0,22
4391,156.0,148.0,23
4392,141.0,133.0,0
4393,125.0,114.0,1
4394,125.0,112.0,2
4395,121.0,110.0,3
4396,119.0,115.0,4
4397,123.0,111.0,5
4398,118.0,109.0,6
4399,154.0,141.0,7
4400,197.0,185.0,8
4401,226.0,211.0,9
4402,227.0,211.0,10
4403,224.0,211.0,11
4404,223.0,207.0,12
4405,212.1,199.0,13
4406,213.1,196.0,14
4407,221.1,203.0,15
4408,219.1,204.0,16
4409,209.1,191.0,17
4410,209.1,187.0,18
4411,192.1,166.0,19
4412,180.1,156.0,20
4413,173.1,154.0,21
4414,185.0,171.0,22
4415,177.0,165.0,23
4416,153.0,142.0,0
4417,146.0,125.0,1
4418,147.8,120.0,2
4419,131.8,119.0,3
4420,124.8,114.0,4
4421,127.8,117.0,5
4422,120.8,110.0,6
4423,156.8,145.0,7
4424,190.8,180.0,8
4425,227.8,213.0,9
4426,225.8,214.0,10
4427,221.1,214.0,11
4428,229.8,208.0,12
4429,213.7,199.0,13
4430,216.5,205.0,14
4431,222.5,203.0,15
4432,225.5,212.0,16
4433,212.5,197.0,17
4434,205.5,185.0,18
4435,194.5,181.0,19
4436,181.5,163.0,20
4437,181.5,161.0,21
4438,186.7,175.0,22
4439,181.0,170.0,23
4440,157.0,147.0,0
4441,145.0,135.0,1
4442,137.0,123.0,2
4443,131.0,114.0,3
4444,133.0,118.0,4
4445,130.0,123.0,5
4446,125.0,112.0,6
4447,164.0,142.0,7
4448,199.0,192.0,8
4449,239.0,226.0,9
4450,237.0,231.0,10
4451,229.4,215.0,11
4452,225.0,209.0,12
4453,208.0,191.0,13
4454,211.0,193.0,14
4455,212.0,200.0,15
4456,218.0,203.0,16
4457,210.0,193.0,17
4458,199.0,179.0,18
4459,176.0,169.0,19
4460,173.0,159.0,20
4461,175.0,156.0,21
4462,183.0,164.0,22
4463,171.0,162.0,23
4464,162.4,152.0,0
4465,148.4,138.0,1
4466,136.4,124.0,2
4467,125.4,121.0,3
4468,127.4,118.0,4
4469,127.4,127.0,5
4470,121.4,117.0,6
4471,156.2,146.0,7
4472,195.2,189.0,8
4473,221.2,208.0,9
4474,228.2,219.0,10
4475,222.2,211.0,11
4476,220.2,204.0,12
4477,205.2,200.0,13
4478,220.2,196.0,14
4479,214.2,190.0,15
4480,215.2,205.0,16
4481,211.4,192.0,17
4482,202.4,184.0,18
4483,191.2,124.0,19
4484,187.4,163.0,20
4485,177.4,159.0,21
4486,186.4,170.0,22
4487,183.4,170.0,23
4488,164.8,153.0,0
4489,148.0,137.0,1
4490,137.0,128.0,2
4491,137.0,116.0,3
4492,130.9,119.0,4
4493,128.9,121.0,5
4494,123.9,116.0,6
4495,150.9,141.0,7
4496,194.9,181.0,8
4497,224.9,211.0,9
4498,226.9,211.0,10
4499,224.9,211.0,11
4500,219.9,204.0,12
4501,205.9,190.0,13
4502,206.9,193.0,14
4503,213.9,201.0,15
4504,215.9,201.0,16
4505,209.9,196.0,17
4506,197.6,179.0,18
4507,188.6,173.0,19
4508,178.6,159.0,20
4509,172.6,154.0,21
4510,182.6,167.0,22
4511,182.6,169.0,23
4512,156.4,144.0,0
4513,141.3,131.0,1
4514,142.3,134.0,2
4515,135.3,118.0,3
4516,130.3,117.0,4
4517,129.3,118.0,5
4518,115.3,103.0,6
4519,126.3,121.0,7
4520,158.3,145.0,8
4521,176.3,167.0,9
4522,179.3,172.0,10
4523,178.3,168.0,11
4524,173.3,161.0,12
4525,161.3,148.0,13
4526,151.3,137.0,14
4527,146.3,133.0,15
4528,154.3,142.0,16
4529,146.3,138.0,17
4530,152.3,138.0,18
4531,150.3,138.0,19
4532,149.3,134.0,20
4533,142.1,131.0,21
4534,159.8,145.0,22
4535,158.2,145.0,23
4536,141.2,127.0,0
4537,130.2,123.0,1
4538,125.2,116.0,2
4539,119.0,108.0,3
4540,113.0,106.0,4
4541,114.8,107.0,5
4542,100.8,93.0,6
4543,98.8,91.0,7
4544,110.8,103.0,8
4545,129.0,113.0,9
4546,133.0,119.0,10
4547,134.0,124.0,11
4548,134.8,122.0,12
4549,131.0,117.0,13
4550,123.8,117.0,14
4551,118.8,108.0,15
4552,118.8,109.0,16
4553,118.8,109.0,17
4554,121.7,112.0,18
4555,124.9,116.0,19
4556,129.9,121.0,20
4557,126.7,122.0,21
4558,160.7,147.0,22
4559,153.7,141.0,23
4560,146.9,135.0,0
4561,133.9,123.0,1
4562,128.8,113.0,2
4563,125.8,110.0,3
4564,121.8,111.0,4
4565,123.8,112.0,5
4566,119.8,109.0,6
4567,152.6,149.0,7
4568,190.6,186.0,8
4569,225.4,209.0,9
4570,224.6,207.0,10
4571,227.6,214.0,11
4572,222.5,207.0,12
4573,220.5,202.0,13
4574,219.5,204.0,14
4575,223.5,211.0,15
4576,222.5,207.0,16
4577,219.5,205.0,17
4578,211.5,189.0,18
4579,201.5,181.0,19
4580,184.5,166.0,20
4581,180.7,164.0,21
4582,188.7,172.0,22
4583,175.7,165.0,23
4584,168.5,156.0,0
4585,120.4,136.0,1
4586,139.3,126.0,2
4587,134.3,123.0,3
4588,133.3,122.0,4
4589,136.0,127.0,5
4590,124.8,114.0,6
4591,157.8,149.0,7
4592,199.1,191.0,8
4593,228.1,216.0,9
4594,233.1,219.0,10
4595,237.1,225.0,11
4596,227.1,219.0,12
4597,216.1,201.0,13
4598,216.1,206.0,14
4599,222.1,208.0,15
4600,226.1,216.0,16
4601,217.1,205.0,17
4602,210.6,197.0,18
4603,201.4,189.0,19
4604,189.4,174.0,20
4605,180.4,163.0,21
4606,185.2,174.0,22
4607,182.2,171.0,23
4608,166.1,160.0,0
4609,150.1,135.0,1
4610,133.1,122.0,2
4611,133.8,124.0,3
4612,129.8,120.0,4
4613,130.8,117.0,5
4614,127.8,119.0,6
4615,163.8,144.0,7
4616,204.2,189.0,8
4617,225.2,212.0,9
4618,232.5,220.0,10
4619,232.5,215.0,11
4620,230.5,210.0,12
4621,213.5,196.0,13
4622,215.5,200.0,14
4623,217.5,205.0,15
4624,219.5,198.0,16
4625,214.4,197.0,17
4626,206.2,186.0,18
4627,193.4,180.0,19
4628,180.4,168.0,20
4629,172.4,155.0,21
4630,186.4,172.0,22
4631,182.5,173.0,23
4632,172.4,152.0,0
4633,153.4,141.0,1
4634,146.3,127.0,2
4635,131.3,118.0,3
4636,134.3,125.0,4
4637,132.3,124.0,5
4638,136.3,121.0,6
4639,157.3,144.0,7
4640,206.3,188.0,8
4641,251.3,213.0,9
4642,230.6,223.0,10
4643,235.8,224.0,11
4644,227.8,212.0,12
4645,212.8,205.0,13
4646,215.5,202.0,14
4647,223.3,212.0,15
4648,220.5,216.0,16
4649,223.3,200.0,17
4650,198.3,188.0,18
4651,196.3,181.0,19
4652,182.3,170.0,20
4653,175.3,161.0,21
4654,185.3,175.0,22
4655,185.7,175.0,23
4656,167.9,158.0,0
4657,146.9,136.0,1
4658,139.9,130.0,2
4659,128.9,117.0,3
4660,130.9,121.0,4
4661,130.7,120.0,5
4662,119.7,116.0,6
4663,167.7,145.0,7
4664,205.7,190.0,8
4665,246.5,218.0,9
4666,239.1,229.0,10
4667,236.1,227.0,11
4668,237.1,218.0,12
4669,218.1,207.0,13
4670,218.5,209.0,14
4671,217.5,213.0,15
4672,217.2,204.0,16
4673,206.4,198.0,17
4674,199.4,183.0,18
4675,192.4,179.0,19
4676,176.8,164.0,20
4677,187.8,170.0,21
4678,168.2,168.0,22
4679,184.6,160.0,23
4680,163.0,150.0,0
4681,123.3,129.0,1
4682,134.0,119.0,2
4683,130.0,117.0,3
4684,129.8,118.0,4
4685,123.6,112.0,5
4686,113.6,103.0,6
4687,127.6,120.0,7
4688,152.6,143.0,8
4689,172.5,161.0,9
4690,180.0,167.0,10
4691,178.0,171.0,11
4692,178.0,168.0,12
4693,158.0,145.0,13
4694,147.5,140.0,14
4695,146.8,136.0,15
4696,151.8,139.0,16
4697,149.4,137.0,17
4698,147.4,134.0,18
4699,144.6,136.0,19
4700,143.2,129.0,20
4701,140.2,128.0,21
4702,159.2,146.0,22
4703,152.2,137.0,23
4704,141.7,128.0,0
4705,129.7,119.0,1
4706,122.7,110.0,2
4707,118.7,108.0,3
4708,113.4,103.0,4
4709,114.7,104.0,5
4710,102.7,88.0,6
4711,108.7,92.0,7
4712,113.7,104.0,8
4713,124.7,111.0,9
4714,135.4,116.0,10
4715,132.0,118.0,11
4716,135.0,121.0,12
4717,127.2,117.0,13
4718,124.2,112.0,14
4719,122.5,109.0,15
4720,121.2,107.0,16
4721,122.5,110.0,17
4722,121.5,109.0,18
4723,124.5,111.0,19
4724,132.5,117.0,20
4725,133.5,121.0,21
4726,154.5,143.0,22
4727,154.5,147.0,23
4728,139.9,132.0,0
4729,130.9,118.0,1
4730,123.3,114.0,2
4731,118.9,106.0,3
4732,117.1,110.0,4
4733,124.1,115.0,5
4734,128.1,111.0,6
4735,151.1,135.0,7
4736,196.9,179.0,8
4737,223.9,207.0,9
4738,224.9,209.0,10
4739,229.9,209.0,11
4740,225.9,208.0,12
4741,215.9,194.0,13
4742,211.9,197.0,14
4743,219.7,204.0,15
4744,222.7,203.0,16
4745,215.7,197.0,17
4746,206.4,183.0,18
4747,198.4,177.0,19
4748,179.4,165.0,20
4749,172.4,158.0,21
4750,176.4,167.0,22
4751,167.4,160.0,23
4752,159.7,148.0,0
4753,145.7,139.0,1
4754,139.7,139.0,2
4755,135.3,133.0,3
4756,132.6,124.0,4
4757,133.3,128.0,5
4758,128.3,117.0,6
4759,157.3,140.0,7
4760,203.3,185.0,8
4761,230.3,214.0,9
4762,233.3,218.0,10
4763,230.3,216.0,11
4764,232.3,216.0,12
4765,215.3,197.0,13
4766,218.3,199.0,14
4767,224.3,209.0,15
4768,226.2,207.0,16
4769,219.1,199.0,17
4770,203.1,185.0,18
4771,196.1,176.0,19
4772,183.1,166.0,20
4773,174.1,159.0,21
4774,189.1,174.0,22
4775,181.1,170.0,23
4776,162.0,147.0,0
4777,151.0,142.0,1
4778,133.0,134.0,2
4779,133.0,125.0,3
4780,132.7,126.0,4
4781,134.0,124.0,5
4782,130.0,120.0,6
4783,161.6,146.0,7
4784,206.4,190.0,8
4785,230.3,215.0,9
4786,234.3,218.0,10
4787,234.3,220.0,11
4788,231.3,213.0,12
4789,218.3,202.0,13
4790,217.3,203.0,14
4791,223.3,207.0,15
4792,230.3,208.0,16
4793,219.3,204.0,17
4794,206.9,186.0,18
4795,196.9,175.0,19
4796,180.9,162.0,20
4797,177.9,163.0,21
4798,184.9,176.0,22
4799,183.9,176.0,23
4800,168.8,160.0,0
4801,149.8,141.0,1
4802,140.8,124.0,2
4803,137.8,123.0,3
4804,134.8,127.0,4
4805,140.8,132.0,5
4806,125.8,117.0,6
4807,158.8,144.0,7
4808,199.8,187.0,8
4809,229.8,213.0,9
4810,242.4,223.0,10
4811,237.4,226.0,11
4812,227.4,211.0,12
4813,217.4,200.0,13
4814,223.4,206.0,14
4815,226.4,209.0,15
4816,228.4,211.0,16
4817,220.4,205.0,17
4818,185.4,193.0,18
4819,199.4,181.0,19
4820,186.4,171.0,20
4821,181.4,167.0,21
4822,179.4,171.0,22
4823,188.4,165.0,23
4824,168.4,153.0,0
